    0.2267972971E-044   -0.1305844205E-044
    0.3637783662E-028   -0.2092743985E-028
    0.2260255600E-027   -0.1301017283E-027
    0.6456516411E-027   -0.3725834761E-027
    0.1336804826E-026   -0.7763245567E-027
    0.2354803355E-026   -0.1384746494E-026
    0.2490409967E-026   -0.1499079632E-026
    0.1543389111E-026   -0.9414989085E-027
    0.1328334565E-026   -0.8200890105E-027
    0.1198658406E-026   -0.7485294086E-027
    0.2117023269E-026   -0.1336828891E-026
    0.3141177951E-026   -0.2056762184E-026
    0.3058213395E-026   -0.2094652250E-026
    0.2833543217E-026   -0.2054621140E-026
    0.2476066363E-026   -0.1935164836E-026
    0.2000630734E-026   -0.1737362174E-026
    0.1427385673E-026   -0.1465010808E-026
    0.7808588141E-027   -0.1124652085E-026
    0.8879171687E-028   -0.7254652572E-027
   -0.6192145442E-027   -0.2790197389E-027
   -0.1313177318E-026    0.2011154459E-027
   -0.1964253990E-026    0.6998937726E-027
   -0.2546218210E-026    0.1201421299E-026
   -0.3036797978E-026    0.1689659840E-026
   -0.3418785901E-026    0.2149159495E-026
   -0.3680841976E-026    0.2565771472E-026
   -0.3817926406E-026    0.2927291204E-026
   -0.3831325410E-026    0.3223986178E-026
   -0.3728266350E-026    0.3448972781E-026
   -0.3521156531E-026    0.3598420578E-026
   -0.3226515642E-026    0.3671578086E-026
   -0.2863700109E-026    0.3670629145E-026
   -0.2453536907E-026    0.3600402301E-026
   -0.2016987165E-026    0.3467964389E-026
   -0.1573943098E-026    0.3282132536E-026
   -0.1142232658E-026    0.3052937964E-026
   -0.7368746195E-027    0.2791072829E-026
   -0.3696001232E-027    0.2507349606E-026
   -0.4863737595E-028    0.2212201136E-026
    0.2212478118E-027    0.1915260807E-026
    0.2506376680E-027    0.9274971677E-027
    0.1145374295E-027    0.3926279197E-027
    0.2324412766E-027    0.6589746075E-027
    0.3719754663E-027    0.8291549439E-027
    0.5344835439E-027    0.9084133592E-027
    0.7078202739E-027    0.8992448883E-027
    0.8721607405E-027    0.8099828514E-027
    0.1004334899E-026    0.6570089565E-027
    0.1083187026E-026    0.4641422473E-027
    0.1094771297E-026    0.2598403674E-027
    0.1035945826E-026    0.7271293483E-028
    0.9153328229E-027   -0.7363328053E-028
    0.7514962975E-027   -0.1650917118E-027
    0.5689154516E-027   -0.1996059566E-027
    0.3927178659E-027   -0.1868468203E-027
    0.2433621578E-027   -0.1447624808E-027
    0.1325985121E-027   -0.9372964868E-028
    0.6190614945E-028   -0.5008498007E-028
    0.2409459935E-028   -0.2163924928E-028
    0.7642021979E-029   -0.7430370602E-029
    0.1948561372E-029   -0.2011426498E-029
    0.3977677637E-030   -0.4295933950E-030
    0.6518447776E-031   -0.7287417603E-031
    0.8634172948E-032   -0.9914829246E-032
    0.9325652779E-033   -0.1093753027E-032
    0.8291389297E-034   -0.9890612725E-034
    0.6125534035E-035   -0.7408469474E-035
    0.3794202593E-036   -0.4641407090E-036
    0.1986966024E-037   -0.2453884730E-037
    0.8854232373E-039   -0.1102310845E-038
    0.3015474740E-056   -0.3755320580E-056
    0.1205532394E-024   -0.6935186092E-025
    0.1809107869E-008   -0.1039845277E-008
    0.6288151571E-008   -0.3616375527E-008
    0.1293573878E-007   -0.7458325690E-008
    0.2124894333E-007   -0.1232925074E-007
    0.3042435902E-007   -0.1787554454E-007
    0.3960241538E-007   -0.2381735892E-007
    0.4288943856E-007   -0.2614020174E-007
    0.4497039931E-007   -0.2773899112E-007
    0.4637320153E-007   -0.2893257430E-007
    0.4731467328E-007   -0.2985029623E-007
    0.4826059050E-007   -0.3156995356E-007
    0.4699049511E-007   -0.3215320719E-007
    0.4354399624E-007   -0.3154058186E-007
    0.3805744798E-007   -0.2970879451E-007
    0.3075853279E-007   -0.2667417252E-007
    0.2195634177E-007   -0.2249475410E-007
    0.1202722526E-007   -0.1727068658E-007
    0.1396940689E-008   -0.1114262112E-007
   -0.9480118941E-008   -0.4287929231E-008
   -0.2014359638E-007    0.3085273251E-008
   -0.3015051761E-007    0.1074612352E-007
   -0.3909795004E-007    0.1845067010E-007
   -0.4664354908E-007    0.2595265810E-007
   -0.5252261671E-007    0.3301477102E-007
   -0.5656044998E-007    0.3941957696E-007
   -0.5867901928E-007    0.4497941183E-007
   -0.5889740684E-007    0.4954449961E-007
   -0.5732594591E-007    0.5300876028E-007
   -0.5415458310E-007    0.5531297210E-007
   -0.4963653210E-007    0.5644519409E-007
   -0.4406872313E-007    0.5643858642E-007
   -0.3777084679E-007    0.5536696984E-007
   -0.3106483651E-007    0.5333860135E-007
   -0.2425637993E-007    0.5048869089E-007
   -0.1761960591E-007    0.4697117225E-007
   -0.1138560965E-007    0.4295020940E-007
   -0.5735066917E-008    0.3859189164E-007
   -0.7948933921E-009    0.3405655425E-007
    0.3361314650E-008    0.2949212600E-007
    0.6709161079E-008    0.2502931245E-007
    0.7115846585E-008    0.2443881461E-007
    0.8055779477E-008    0.2298198887E-007
    0.9296860352E-008    0.2082340072E-007
    0.1060650432E-007    0.1810423645E-007
    0.1175094297E-007    0.1498737220E-007
    0.1251747366E-007    0.1166916998E-007
    0.1274615973E-007    0.8371453466E-008
    0.1235818874E-007    0.5320583964E-008
    0.1137100178E-007    0.2717887251E-008
    0.9893625570E-008    0.7087534804E-009
    0.8102899789E-008   -0.6412044686E-009
    0.6207701663E-008   -0.1356070130E-008
    0.4410049383E-008   -0.1542006158E-008
    0.2870612071E-008   -0.1362381447E-008
    0.1684572908E-008   -0.1000068040E-008
    0.8725002180E-009   -0.6157155643E-009
    0.3885525384E-009   -0.3139099573E-009
    0.1447107745E-009   -0.1298060385E-009
    0.4404629343E-010   -0.4278206435E-010
    0.1080600312E-010   -0.1114479414E-010
    0.2127361973E-011   -0.2295836965E-011
    0.3369163535E-012   -0.3764153423E-012
    0.4320958624E-013   -0.4959018537E-013
    0.4526472672E-014   -0.5306150088E-014
    0.3909358662E-015   -0.4661268640E-015
    0.2809583734E-016   -0.3396629992E-016
    0.1695174040E-017   -0.2072912401E-017
    0.8657963341E-019   -0.1068883205E-018
    0.3767068226E-020   -0.4688335193E-020
    0.1110701256E-037   -0.1382771525E-037
    0.8245264264E-024   -0.2338071079E-024
    0.1930897248E-007   -0.5455694542E-008
    0.6715081574E-007   -0.1899473402E-007
    0.1384652913E-006   -0.3936839878E-007
    0.2287816719E-006   -0.6587844874E-007
    0.3313569264E-006   -0.9777382934E-007
    0.4406426375E-006   -0.1357231828E-006
    0.4828709884E-006   -0.1522720504E-006
    0.5117004211E-006   -0.1646833874E-006
    0.5330386076E-006   -0.1747916679E-006
    0.5492835552E-006   -0.1833256349E-006
    0.5791398164E-006   -0.2038439938E-006
    0.5877063205E-006   -0.2194168839E-006
    0.5740376284E-006   -0.2287098723E-006
    0.5379142257E-006   -0.2303667824E-006
    0.4799033072E-006   -0.2231091442E-006
    0.4013952202E-006   -0.2058453957E-006
    0.3046083821E-006   -0.1777810193E-006
    0.1925564368E-006   -0.1385199931E-006
    0.6897325203E-007   -0.8814791898E-007
   -0.6180628726E-007   -0.2728797874E-007
   -0.1950089888E-006    0.4287756940E-007
   -0.3256252075E-006    0.1206251255E-006
   -0.4486417119E-006    0.2037482998E-006
   -0.5592936642E-006    0.2896552258E-006
   -0.6533211356E-006    0.3754990376E-006
   -0.7272128475E-006    0.4583324099E-006
   -0.7784170373E-006    0.5352738813E-006
   -0.8054979646E-006    0.6036715952E-006
   -0.8082190176E-006    0.6612500902E-006
   -0.7875406340E-006    0.7062281385E-006
   -0.7455291343E-006    0.7373989437E-006
   -0.6851821255E-006    0.7541682697E-006
   -0.6101895539E-006    0.7565517291E-006
   -0.5246598609E-006    0.7451371361E-006
   -0.4328423677E-006    0.7210196638E-006
   -0.3388714152E-006    0.6857171432E-006
   -0.2465484024E-006    0.6410713804E-006
   -0.1591693165E-006    0.5891402493E-006
   -0.7940000707E-007    0.5320843654E-006
   -0.9240644195E-008    0.4721074617E-006
   -0.7725963813E-010    0.4634185623E-006
    0.2127546469E-007    0.4423788643E-006
    0.5110210292E-007    0.4103048299E-006
    0.8533121744E-007    0.3686529406E-006
    0.1197576219E-006    0.3189782257E-006
    0.1500560910E-006    0.2635447339E-006
    0.1723134818E-006    0.2053711712E-006
    0.1836705806E-006    0.1480554064E-006
    0.1828859708E-006    0.9535633550E-007
    0.1705828584E-006    0.5062355580E-007
    0.1490547302E-006    0.1622986792E-007
    0.1217127124E-006   -0.6835312234E-008
    0.9237762861E-007   -0.1910898739E-007
    0.6459064106E-007   -0.2249543646E-007
    0.4105315919E-007   -0.1982666016E-007
    0.2327376740E-007   -0.1422224802E-007
    0.1147168447E-007   -0.8377493780E-008
    0.4768011448E-008   -0.3986342115E-008
    0.1623882531E-008   -0.1501962643E-008
    0.4445660012E-009   -0.4430099676E-009
    0.9707666490E-010   -0.1022151280E-009
    0.1692795363E-010   -0.1857355834E-010
    0.2372755074E-011   -0.2686319647E-011
    0.2697986037E-012   -0.3129720522E-012
    0.2513822249E-013   -0.2972687717E-013
    0.1938633193E-014   -0.2328237358E-014
    0.1249319979E-015   -0.1519482257E-015
    0.6787803602E-017   -0.8342628769E-017
    0.3130290789E-018   -0.3881242896E-018
    0.5932579500E-036   -0.7358174901E-036
    0.1906836862E-023    0.1545698716E-023
    0.5258266269E-007    0.4286605051E-007
    0.1830381315E-006    0.1489175548E-006
    0.3790698528E-006    0.3055682298E-006
    0.6331877304E-006    0.4986532207E-006
    0.9367455878E-006    0.7045427526E-006
    0.1293846907E-005    0.8942819272E-006
    0.1449243259E-005    0.9531430029E-006
    0.1565554757E-005    0.9849669025E-006
    0.1660210214E-005    0.1001645709E-005
    0.1740157773E-005    0.1008123980E-005
    0.1931427279E-005    0.9850974133E-006
    0.2079437656E-005    0.9083349032E-006
    0.2174480857E-005    0.7846276104E-006
    0.2206862837E-005    0.6242741772E-006
    0.2167562811E-005    0.4405535878E-006
    0.2048971694E-005    0.2489831474E-006
    0.1845657570E-005    0.6639656653E-007
    0.1555102241E-005   -0.9010841787E-007
    0.1178345125E-005   -0.2042894510E-006
    0.7204844976E-006   -0.2618769847E-006
    0.1909812102E-006   -0.2516122357E-006
   -0.3962872046E-006   -0.1661253827E-006
   -0.1023263665E-005   -0.2578824032E-008
   -0.1668258790E-005    0.2369858571E-006
   -0.2306800038E-005    0.5456368361E-006
   -0.2912786346E-005    0.9119016800E-006
   -0.3459942807E-005    0.1320477675E-005
   -0.3923522769E-005    0.1753261532E-005
   -0.4282102659E-005    0.2190603089E-005
   -0.4519268485E-005    0.2612657725E-005
   -0.4625023225E-005    0.3000713470E-005
